,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings,class
37,1,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,1
38,0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4,1
39,0,0.245,0.205,0.06,0.0765,0.034,0.013999999999999999,0.0215,4,1
40,0,0.255,0.185,0.065,0.07400000000000001,0.0305,0.0165,0.02,4,1
41,0,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,1
42,0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,1
43,0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4,1
44,0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4,1
45,0,0.315,0.235,0.075,0.1285,0.051,0.027999999999999997,0.0405,4,1
46,0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4,1
47,1,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4,1
48,1,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4,1
49,0,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4,1
50,0,0.26,0.205,0.07,0.09699999999999999,0.0415,0.019,0.0305,4,1
51,0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,1
52,0,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065,4,1
53,0,0.225,0.17,0.07,0.0565,0.024,0.013000000000000001,0.016,4,1
54,0,0.225,0.165,0.055,0.059000000000000004,0.027000000000000003,0.0125,0.015,4,1
55,0,0.185,0.13,0.045,0.028999999999999998,0.012,0.0075,0.0095,4,1
56,0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004,4,1
57,0,0.27,0.205,0.075,0.11800000000000001,0.059000000000000004,0.031,0.0305,4,1
58,0,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,4,1
59,0,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,1
60,0,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4,1
61,0,0.2,0.145,0.06,0.037000000000000005,0.0125,0.0095,0.011000000000000001,4,1
62,0,0.275,0.2,0.055,0.0925,0.038,0.021,0.026000000000000002,4,1
63,0,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,4,1
64,0,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4,1
65,0,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,1
66,0,0.185,0.135,0.045,0.032,0.011000000000000001,0.0065,0.01,4,1
67,0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4,1
68,0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,1
69,1,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4,1
70,0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4,1
71,0,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4,1
72,0,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,4,1
73,0,0.175,0.125,0.04,0.027999999999999997,0.0095,0.008,0.009000000000000001,4,1
74,0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,1
75,1,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5,1
76,0,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5,1
77,0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,1
78,1,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,5,1
79,0,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,1
80,1,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,5,1
81,0,0.37,0.28,0.085,0.198,0.0805,0.0455,0.057999999999999996,5,1
82,0,0.32,0.205,0.08,0.18100000000000002,0.08800000000000001,0.034,0.0495,5,1
83,0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,1
84,0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5,1
85,0,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5,1
86,0,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015,5,1
87,0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,1
88,1,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,1
89,0,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765,5,1
90,0,0.185,0.135,0.04,0.027000000000000003,0.0105,0.0055,0.009000000000000001,5,1
91,0,0.385,0.3,0.09,0.247,0.1225,0.044000000000000004,0.0675,5,1
92,0,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,5,1
93,0,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,5,1
94,0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,1
95,0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,5,1
96,0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,1
97,0,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,5,1
98,0,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5,1
99,1,0.255,0.18,0.065,0.079,0.034,0.013999999999999999,0.025,5,1
100,0,0.3,0.22,0.065,0.1235,0.059000000000000004,0.026000000000000002,0.0315,5,1
101,0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,1
102,0,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,1
103,1,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,1
104,0,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,1
105,0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5,1
106,0,0.18,0.135,0.08,0.033,0.0145,0.006999999999999999,0.01,5,1
107,0,0.215,0.165,0.055,0.059000000000000004,0.0265,0.0125,0.0185,5,1
108,0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5,1
109,0,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,1
110,0,0.255,0.19,0.07,0.0815,0.027999999999999997,0.016,0.031,5,1
111,0,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,1
112,0,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,5,1
113,0,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5,1
114,1,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5,1
115,0,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5,1
116,0,0.285,0.21,0.07,0.109,0.044000000000000004,0.0265,0.033,5,1
117,0,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,1
118,0,0.29,0.21,0.06,0.1045,0.0415,0.022000000000000002,0.035,5,1
119,0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,1
120,1,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5,1
121,0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5,1
122,0,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,1
123,0,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5,1
124,0,0.25,0.185,0.065,0.071,0.027000000000000003,0.0185,0.0225,5,1
125,0,0.23,0.175,0.065,0.0645,0.026000000000000002,0.0105,0.02,5,1
126,0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,1
127,0,0.28,0.215,0.08,0.132,0.07200000000000001,0.022000000000000002,0.033,5,1
128,0,0.285,0.21,0.055,0.10099999999999999,0.0415,0.017,0.0335,5,1
129,0,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,1
130,0,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,1
131,0,0.21,0.17,0.045,0.0475,0.019,0.011000000000000001,0.013000000000000001,5,1
132,0,0.32,0.235,0.065,0.1385,0.057999999999999996,0.0225,0.05,5,1
133,1,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,1
134,0,0.265,0.205,0.07,0.1055,0.039,0.040999999999999995,0.035,5,1
135,0,0.33,0.25,0.075,0.1405,0.055999999999999994,0.035,0.05,5,1
136,0,0.265,0.21,0.06,0.0965,0.0425,0.022000000000000002,0.03,5,1
137,0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,1
138,0,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,1
139,0,0.235,0.13,0.075,0.1585,0.0685,0.037000000000000005,0.0465,5,1
140,0,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,1
141,0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,5,1
142,0,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5,1
143,0,0.25,0.18,0.06,0.073,0.027999999999999997,0.017,0.0225,5,1
144,0,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5,1
145,0,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5,1
146,0,0.2,0.145,0.025,0.0345,0.011000000000000001,0.0075,0.01,5,1
147,0,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5,1
148,0,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5,1
149,0,0.23,0.17,0.05,0.057,0.026000000000000002,0.013000000000000001,0.016,5,1
150,0,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5,1
151,0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5,1
152,0,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,1
153,0,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5,1
154,1,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,1
155,0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5,1
156,0,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5,1
157,0,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,5,1
158,1,0.275,0.2,0.08,0.099,0.037000000000000005,0.024,0.03,5,1
159,0,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,5,1
160,0,0.35,0.265,0.095,0.19899999999999998,0.073,0.049,0.06,5,1
161,0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,1
162,0,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,1
163,0,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,1
164,0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,1
165,0,0.24,0.175,0.055,0.0705,0.025,0.013999999999999999,0.021,5,1
166,0,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,5,1
167,0,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5,1
168,0,0.275,0.205,0.065,0.10099999999999999,0.040999999999999995,0.021,0.034,5,1
169,0,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005,5,1
170,0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,1
171,0,0.255,0.185,0.06,0.08800000000000001,0.0365,0.021,0.023,5,1
172,0,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5,1
173,0,0.3,0.22,0.065,0.1195,0.052000000000000005,0.0155,0.035,5,1
174,0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5,1
175,0,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5,1
176,0,0.305,0.215,0.065,0.1075,0.044000000000000004,0.0205,0.038,5,1
177,0,0.3,0.225,0.075,0.1345,0.057,0.027999999999999997,0.044000000000000004,5,1
178,0,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5,1
179,0,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,5,1
180,0,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5,1
181,0,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5,1
182,0,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06,5,1
183,0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5,1
184,0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5,1
185,0,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,1
186,0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5,1
187,0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,5,1
188,0,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,5,1
189,0,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6,2
190,0,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6,2
191,0,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,6,2
192,0,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,2
193,1,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6,2
194,0,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,2
195,0,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,2
196,0,0.215,0.17,0.055,0.0605,0.0205,0.013999999999999999,0.02,6,2
197,0,0.295,0.22,0.065,0.1295,0.052000000000000005,0.027999999999999997,0.035,6,2
198,0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,2
199,0,0.45,0.34,0.12,0.4925,0.24100000000000002,0.1075,0.12,6,2
200,0,0.475,0.35,0.11,0.4565,0.20600000000000002,0.099,0.13,6,2
201,0,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,2
202,0,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,6,2
203,1,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,2
204,0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,2
205,0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,2
206,1,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6,2
207,0,0.31,0.24,0.105,0.2885,0.11800000000000001,0.065,0.083,6,2
208,0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.09300000000000001,6,2
209,1,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,6,2
210,0,0.34,0.255,0.085,0.204,0.09699999999999999,0.021,0.05,6,2
211,0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,2
212,0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,2
213,0,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,6,2
214,0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6,2
215,0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6,2
216,0,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,6,2
217,0,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6,2
218,0,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,6,2
219,0,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6,2
220,0,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,6,2
221,0,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,6,2
222,0,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,6,2
223,0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6,2
224,0,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6,2
225,0,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6,2
226,0,0.415,0.31,0.095,0.34,0.18100000000000002,0.057,0.083,6,2
227,0,0.48,0.35,0.105,0.635,0.35200000000000004,0.127,0.135,6,2
228,0,0.37,0.27,0.095,0.23199999999999998,0.1325,0.040999999999999995,0.0615,6,2
229,0,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6,2
230,0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,2
231,0,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,6,2
232,0,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6,2
233,0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6,2
234,0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,2
235,0,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6,2
236,0,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,2
237,0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,2
238,0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,2
239,0,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,6,2
240,0,0.425,0.34,0.105,0.389,0.2015,0.0905,0.08800000000000001,6,2
241,0,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,2
242,0,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6,2
243,0,0.4,0.29,0.11,0.32899999999999996,0.188,0.0455,0.0825,6,2
244,0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,2
245,0,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,6,2
246,0,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6,2
247,0,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6,2
248,0,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,2
249,0,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,6,2
250,0,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,2
251,1,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,2
252,0,0.24,0.185,0.07,0.0715,0.026000000000000002,0.018000000000000002,0.025,6,2
253,0,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,6,2
254,0,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6,2
255,1,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,2
256,0,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,2
257,0,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,6,2
258,0,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,6,2
259,0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.11900000000000001,6,2
260,1,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155,6,2
261,0,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,2
262,1,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,2
263,0,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,2
264,0,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6,2
265,0,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6,2
266,0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,6,2
267,0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,2
268,0,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6,2
269,0,0.27,0.205,0.05,0.084,0.03,0.0185,0.028999999999999998,6,2
270,0,0.375,0.29,0.095,0.2875,0.12300000000000001,0.0605,0.08,6,2
271,1,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6,2
272,0,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,6,2
273,0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,2
274,0,0.335,0.26,0.085,0.192,0.09699999999999999,0.03,0.054000000000000006,6,2
275,0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6,2
276,0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6,2
277,0,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,6,2
278,0,0.25,0.19,0.06,0.0765,0.036000000000000004,0.0115,0.0245,6,2
279,0,0.33,0.23,0.085,0.1695,0.079,0.026000000000000002,0.0505,6,2
280,0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,2
281,0,0.35,0.25,0.07,0.18,0.0655,0.048,0.054000000000000006,6,2
282,0,0.37,0.275,0.14,0.2215,0.09699999999999999,0.0455,0.0615,6,2
283,0,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,6,2
284,0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,2
285,0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,2
286,0,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6,2
287,0,0.41,0.325,0.1,0.39399999999999996,0.20800000000000002,0.0655,0.106,6,2
288,0,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6,2
289,0,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6,2
290,1,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,2
291,0,0.425,0.325,0.1,0.39799999999999996,0.1185,0.0645,0.0945,6,2
292,0,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091,6,2
293,0,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6,2
294,0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,2
295,1,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,2
296,0,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6,2
297,0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,2
298,0,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002,6,2
299,0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6,2
300,0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,6,2
301,0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,2
302,0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6,2
303,0,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6,2
304,0,0.365,0.27,0.085,0.1875,0.081,0.042,0.057999999999999996,6,2
305,0,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6,2
306,0,0.375,0.275,0.09,0.218,0.09300000000000001,0.0405,0.0755,6,2
307,0,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,2
308,0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,2
309,0,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6,2
310,0,0.28,0.205,0.07,0.1015,0.040999999999999995,0.03,0.03,6,2
311,0,0.43,0.325,0.105,0.309,0.11900000000000001,0.08,0.098,6,2
312,0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,2
313,0,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6,2
314,0,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6,2
315,0,0.42,0.305,0.09,0.32799999999999996,0.168,0.0615,0.08199999999999999,6,2
316,0,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,2
317,0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,2
318,0,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6,2
319,0,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,6,2
320,0,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06,6,2
321,0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.055999999999999994,6,2
322,0,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6,2
323,1,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,2
324,0,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6,2
325,0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6,2
326,0,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,2
327,0,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,6,2
328,0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,2
329,0,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6,2
330,0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,2
331,0,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,2
332,0,0.425,0.34,0.1,0.382,0.16399999999999998,0.096,0.1,6,2
333,0,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6,2
334,0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6,2
335,0,0.425,0.315,0.1,0.377,0.1645,0.07200000000000001,0.105,6,2
336,0,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,2
337,0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,2
338,0,0.335,0.25,0.08,0.1695,0.0695,0.044000000000000004,0.0495,6,2
339,0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6,2
340,0,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,2
341,0,0.32,0.24,0.07,0.133,0.0585,0.0255,0.040999999999999995,6,2
342,0,0.29,0.21,0.065,0.09699999999999999,0.0375,0.022000000000000002,0.03,6,2
